NodeCount,SimCnt,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,Mse
12,0,2.4528000212740153,130.44670000090264,33.083499991334975,204.28809997974895,15.596599987475201,15.51550001022406,3.19869798278244e-27
12,1,2.826999989338219,51.22299998765811,33.831499982625246,190.4987999878358,14.655499981017783,13.326599990250543,6.279073427248061e-27
12,2,2.9980000108480453,49.95200000121258,32.080400007544085,209.0778000128921,14.62919998448342,15.087499981746078,1.2343755819707941e-26
12,3,2.397799980826676,51.301100000273436,32.42149998550303,185.77879999065772,14.572499989299104,13.797599996905774,6.230630738930932e-27
12,4,2.703500009374693,49.55070000141859,32.261199987260625,192.16229999437928,14.612699975259602,13.011700008064508,9.358425865172975e-27
12,5,2.8956999885849655,49.73309999331832,31.785200000740588,207.85360000445507,14.703599998028949,14.525000005960464,3.2389585031154436e-27
12,6,3.086800017626956,52.37059999490157,32.007900008466095,206.24289999250323,14.880700007779524,14.322300005005673,1.2328876129443055e-26
12,7,3.199899976607412,49.78579998714849,32.34619999420829,207.00899997609667,14.726299996254966,14.62780000292696,1.5450404073199617e-26
12,8,2.8332000074442476,49.72520002047531,32.67079999204725,207.46979999239556,14.424199995119125,14.273500011768192,6.270423421139521e-27
12,9,4.076899989740923,51.08539998764172,37.14539998327382,232.90319999796338,14.787599997362122,17.41010000114329,9.285615550235074e-27
12,10,3.0798999941907823,49.46879998897202,32.16020000400022,207.07750000292435,14.381500019226223,14.457699988270178,6.288406918200541e-27
12,11,2.4166000075638294,49.82890002429485,32.80740001355298,186.64369999896735,14.648999989731237,12.913499987917021,6.246602052165576e-27
12,12,3.108199976850301,52.08009999478236,32.2769999911543,208.2669999799691,14.563800010364503,14.363199996296316,6.268404659019043e-27
12,13,2.4034000234678388,53.59980001230724,32.018100027926266,186.61820000852458,14.392900018719956,12.734700023429468,9.278914270359046e-27
12,14,2.795400010654703,49.47939998237416,32.222699985140935,206.91740000620484,14.560300012817606,14.056600019102916,3.2937843289484286e-27
12,15,2.7926999900955707,48.35910000838339,32.03830000711605,206.38730001519434,14.55819999682717,14.174799987813458,6.263616663758876e-27
12,16,3.0089000065345317,48.468299995874986,31.83220000937581,207.01240000198595,14.553499990142882,14.43069998640567,1.2313833366253145e-26
12,17,3.165600006468594,49.54179999185726,32.228500000201166,228.13989999121986,14.64119998854585,15.543199988314882,9.329663242933394e-27
12,18,4.343899985542521,49.253800010774285,32.30960000655614,228.25370001373813,14.717500016558915,15.45759997679852,9.321519346654303e-27
12,19,3.537299984600395,49.06730001675896,31.979299994418398,251.56969999079593,14.697900012833998,16.74359999014996,1.2371363569756682e-26
12,20,2.509600017219782,48.85690001538023,31.869600003119558,185.69579999893904,14.940799999749288,13.197399995988235,9.312919839072516e-27
12,21,2.7990999806206673,48.78650000318885,32.237400009762496,206.54210000066087,14.589600003091618,14.330599980894476,9.263434172222539e-27
12,22,2.831599995261058,48.94320000312291,32.148600002983585,207.38199999323115,14.770999987376854,14.192900009220466,1.2362368747199023e-26
12,23,2.4190999974962324,49.92969997692853,32.23569999681786,186.8174999835901,15.039899997645989,13.003400003071874,9.342336837923762e-27
12,24,3.1753999937791377,49.22590000205673,32.067099993582815,228.4059000085108,14.660000015283003,15.600700018694624,2.4513624632633607e-26
12,25,3.1765000021550804,49.33999999775551,32.126199977938086,229.23900000751019,14.756599994143471,15.521099994657561,1.849299641959542e-26
12,26,2.7791000029537827,50.112900004023686,32.265500020002946,206.7725000088103,14.564900018740445,14.083800022490323,1.845248948796999e-26
12,27,2.81209999229759,49.001699982909486,31.78489999845624,207.38570002140477,14.4680000084918,14.242299977922812,1.2395263512587211e-26
12,28,4.013199999462813,51.212199992733076,31.969299976481125,248.8174999889452,14.670300006400794,16.900200018426403,1.2333617360407863e-26
12,29,2.446600003167987,48.79909998271614,33.627299999352545,185.82870002137497,14.473299990640953,12.806100014131516,6.250548491814401e-27
12,30,2.4511999799869955,49.48000001604669,32.46829999261536,185.87829999160022,14.432600000873208,12.825000012526289,6.2271481996863285e-27
12,31,2.067099994746968,48.71529998490587,32.072999980300665,163.5324000089895,14.408299990464002,11.457100015832111,3.1628171108969468e-27
